APFS Number,Description,Contract Status,Component
F2020049177,"The Department of Homeland Security (DHS) U.S. Citizenship and Immigration Services (USCIS) Field Operations Directorate (FOD) is facing a mission challenge to expand the volume of immigration benefit applications that are processed without further increasing existing backlogs and/or processing times, while maintaining and improving security and fraud detection, all without substantially increasing the current staffing level. FOD is soliciting the assistance of a highly experienced and knowledgeable contractor with staff who can deeply comprehend and consider mission objectives and provide expert support as FOD develops, tests, implements and integrates solutions that will realize significant efficiency gains throughout its operational processes within the immigration domain. FOD has already developed the strategic framework of a reimaged business model (the USCIS Adjudication Service Blueprint) that outlines a future segmented business process and corresponding set of enabling concepts. FOD has also already established a mature, agile Program Management Office (PMO) to provide the leadership, accountability and management structures needed to ensure the successful delivery of numerous interrelated projects. In delivering the business vision outlined in the Blueprint, the FOD PMO seeks a partner to support program management, portfolio and project management, integration, planning, concept exploration, communications and change management, facilitation, and business and data analysis. This will include identifying and resolving the multitude of diverse challenges and risks inherent in managing a complex business transformation effort, and will require innovation and creativity in problem solving in addition to technical expertise as the contractor works collaboratively with the federal staff. Successful implementation of the Blueprint vision into operations across the Directorate will change business processes and affect work culture, require modifications to existing policies and procedures, and necessitate enhancements to, or new development of enabling technologies. This initiative will directly impact the Directorate’s approximately 7,500 employees’ work activities.",NEW,USCIS
F2020049178,"[ US CGC OUACHITA (WLR 65501) FY20 Dockside Availability ]The US Coast Guard Cutter (USCGC) OUACHITA is a 65' 10"" long inland (WLR) class buoy tender cutter with a 130' long barge (CGB 65501A); both are currently home-ported in Chattanooga, Tennessee (TN). The Coast Guard intends to award a contract for depot-level dockside maintenance, including but not strictly limited to: commercial cleaning of engine exhaust piping and ventilation ducting; inspection, cleaning, and hydrostatic testing of compressed air receivers/valves; inspection, cleaning & flushing of sewage tanks and piping, cleaning & flushing of grey water piping; inspection and service of capstan, head wire winch, boat boom, buoy and cargo crane(s); renewal of piping insulation, bare drain piping, sewage piping, and wet/dry seal of deck covering; as well as the overhaul of spuds and spud winches.",NEW,USCG/SFLC
F2020049179,"The contract requirement is intended to support the El Paso Sector with a contract for a full service in-house auto parts supply concession within the El Paso Sector Headquarters Garage, to include remote-site (internet web-access) services to out-stations including Alamogordo, Deming, Clint, Fort Hancock, Las Cruces, Lordsburg Santa Teresa, Ysleta. The services provided to out-stations would include, parts ordering capabilities and the supply of parts and part-ordering related technical advice as needed.  The concession would supply a full range of auto parts supplies to support automotive and equipment part needs for fleet, ATV, and all internal combustion engines equipped property serviced by the El Paso Sector Fleet garage personnel. ",REC,CBP
F2020049180,NETC Security service for campus,REC,FEMA
F2020049187,"The U.S. Custom House, located in San Juan, is a Spanish Colonial Revival style building listed on the National Register of Historic Places.  Built in 1924, and expanded almost immediately and completed in 1931, it has been in the continuous ownership and use by the United States Customs and Border Protection (CBP). It is currently used for field operations and cargo processing. The building is located in the La Puntilla section of Old San Juan, facing San Juan Bay on one side and surrounded by city streets on the other three. The two-story building is approximately 65,500 square feet in size. The first-floor houses offices, an analytical laboratory, warehouse, and garage, and the second-floor houses executive and administrative offices surrounding two large, open courtyards. CBP is the sole occupant,   The physical address of the building is #1 Calle La Puntilla, San Juan, Puerto Rico 00901.Given that this facility is listed on the National Register of Historic Places, all renovation work will need to follow strict guidelines with regard to preservation of historical fabric for this project.  The local State Historic Preservation Office (SHPO) in Puerto Rico has been involved with the design of this project.  The construction drawings and specifications reflect the requirements of the SHPO accordingly.",NEW,CBP/OFO
F2020049188,"DHS HSPD-12 Customer Relationship Management (CRM) Application solutions - CRM Licenses with Support, Community Members Licenses with Community Cloud Support, and Knowledge and Learning Management Solution",REC,DHS HQ/MGMT
F2020049196,"OSO requires baggage inspection tape.  The tape should be white bi-axially oriented polypropylene (BOPP) which has the TSA signature and the word “INSPECTED” printed on it with two colors, red and blue.  The tape should be sold in rolls 2” wide by 110 yards long, and should be shipped 36 rolls/case.",REC,TSA
F2020049201,This requirement is for subscriptions to a web-based tool to calculate retirement benefit and schedule computation date. ,NEW,ICE/AS
F2020049202,"Executive transportation services are required by DHS senior executive personnel to facilitate travel between various locations in order to execute official government duties. A range of 155 to 165 senior executive personnel require executive transportation services. This contract will provide executive transportation service for the DHS Headquarter Offices, Directorates and Components listed below:•	Headquarters•	Science & Technology (S&T)•	Operations/Intelligence & Analysis (OPS/I&A)•	Federal Emergency Management Agency (FEMA)•	Countering Weapons of Mass Destruction (CWMD)",REC,DHS HQ/MGMT
F2020049203,"This will be a ship repair contract for CGC RICHARD ETHERIDGE, FY21, DS, Miami Beach, FL maintenance availability designed to complete all standard recurring maintenance items.",NEW,USCG/SFLC
F2020049207,"PSN 14101301 18HSB CEUO Eng/Insp Contract EmployeesOne year contract for professional support services of 1 mechanical engineer, 1 architect, and 2 construction inspectors for FY20, using the FY19 hurricane supplemental.  Potential option year for FY21",NEW,USCG/SILC-Const.
F2020049211,"The Academy supports an NCAA Division III athletic program thatincludes 25 sports and 4 charted clubs with over 600 student athletes. These athletes need the services of athletic trainers and strength coaches to reduce injuries, speed recovery, and improve strength and conditioning while training and competing at CGA and at away events.",REC,USCG/CG-912
F2020049213,"CBP has a need for Verizon Wireless Customs 4G Unlimited Smartphone Plan to include unlimited voice, data, messaging, tethering/push-to-talk capability, data device service and international plans. ",NEW,CBP/OIT
